DBA,BORO,BUILDING,STREET,ZIPCODE,Latitude,Longitude
PRIME AVENUE,Brooklyn,377,KINGSTON AVENUE,11213.0,40.666082569647,-73.942491919475
ROYAL ELITE PALACE CATERERS LLC,Queens,6902,GARFIELD AVE,11377.0,40.736483232032,-73.895780974145
SOPHIE'S BISTRO & LOUNGE,Brooklyn,1906,CONEY ISLAND AVENUE,11230.0,40.610972919821,-73.962575452344
SPOONS,Brooklyn,5001,13TH AVE,11219.0,40.634369857963,-73.992779791426
SUSHI SPOT II,Brooklyn,426,KINGSTON AVENUE,11225.0,40.664166816254,-73.942695430328
IZZY'S BBQ SMOKEHOUSE,Brooklyn,397,TROY AVENUE,11213.0,40.664830831405,-73.937042921703
ANGELA RESTAURANT OF NY,Brooklyn,4012,13 AVENUE,11218.0,40.639933023607,-73.98702127348099
PAVILLION CATERERS,Brooklyn,1478,39 STREET,11218.0,40.638343199407004,-73.98253931020001
MOCHA BURGER,Manhattan,496,LAGUARDIA PLACE,10012.0,40.727354822089,-73.99956704658901
HUMMUS KITCHEN,Manhattan,1613,2 AVENUE,10028.0,40.776350097887004,-73.95286709569
NARGILA,Manhattan,1599,YORK AVENUE,10028.0,40.774942613332,-73.947849453599
KINGSTON PIZZA,Brooklyn,395,KINGSTON AVENUE,11225.0,40.665451301641,-73.942553743764
LA BROCHETTE STEAKHOUSE.,Manhattan,340,LEXINGTON AVENUE,10016.0,40.749791010892,-73.977258651725
SHASHLICHNAYA,Queens,9630,QUEENS BLVD,11374.0,40.729799125209,-73.861489437812
GLATT CONEY KOSHER CHINESE RESTAURANT,Brooklyn,1558,CONEY ISLAND AVENUE,11230.0,40.619372470482,-73.964162846845
SHIMONS KOSHER PIZZA,Queens,7124,MAIN STREET,11367.0,40.727181176223,-73.822096177766
MR. NOSH,Brooklyn,3323,AVENUE N,11234.0,40.617554556943,-73.941961173165
THE SIZZLING WOK,Brooklyn,2421,CONEY ISLAND AVENUE,11223.0,40.597690415472,-73.961128157352
SHARMEL CATERERS,Queens,728,EMPIRE AVENUE,11691.0,40.606290479147,-73.744125377198
ARZU RESTAURANT,Queens,10105,QUEENS BLVD,11375.0,40.7267212682,-73.851924059831
MUSCAT CAFE,Queens,17805,UNION TURNPIKE,11366.0,40.726363564215,-73.789840133588
SUSHI K BAR BP,Brooklyn,4120,16 AVENUE,11204.0,40.635161788938,-73.981225072183
TOV-LI SHAWARMA,Queens,6447,108TH ST,11375.0,40.732045230112,-73.849133865293
KAI FAN ASIAN CUISINE,Bronx,3717,RIVERDALE AVENUE,10463.0,40.887267360678,-73.907153156051
GRILL ON LEE,Brooklyn,108,LEE AVENUE,11211.0,40.704472439611,-73.95857342074899
MERAKI,Brooklyn,1673,EAST   13 STREET,11229.0,40.608754319104,-73.960163688431
MERMELSTEIN CATERERS,Brooklyn,351,KINGSTON AVENUE,11213.0,40.667062409776,-73.94240095462101
16TH AVENUE GLATT,Brooklyn,4619,16 AVENUE,11204.0,40.632549165510994,-73.98391710154701
RIVERDALE SECOND HELPING,Bronx,3532,JOHNSON AVENUE,10463.0,40.886026146872,-73.909849256915
GRUENEBAUM'S BAKERY & CAFE,Bronx,5663,RIVERDALE AVENUE,10471.0,40.906096549329,-73.904312188114
AMNON KOSHER PIZZA,Brooklyn,4814,13 AVENUE,11219.0,40.635440249608,-73.991695185257
THE NEW PIZZA PROFESSOR,Brooklyn,1824,AVENUE M,11230.0,40.618368026274,-73.956649549837
BAGEL BOSS,Manhattan,263,1 AVENUE,10003.0,40.732170448256,-73.981836286667
MUSCAT CAFE,Queens,17805,UNION TURNPIKE,11366.0,40.726363564215,-73.789840133588
GLATT FAMILY EXPRESS,Brooklyn,4305,18 AVENUE,11218.0,40.631167205179,-73.976243631587
JOSEPH'S DREAM BURGER,Brooklyn,1899,CONEY ISLAND AVENUE,11230.0,40.611082711231,-73.962575390557
ESSEN DELI,Brooklyn,1359,CONEY ISLAND AVENUE,11230.0,40.624351794525,-73.96508596843199
SCHICK'S MANOR,Brooklyn,4901,12 AVENUE,11219.0,40.636266592592,-73.994386523991
PITA POINT,Brooklyn,508,MARION STREET,11233.0,40.681975256808,-73.909210381165
GOTTLIEB'S RESTAURANT,Brooklyn,352,ROEBLING STREET,11211.0,40.707734116989,-73.96111423590901
SUSHI FUSSION,Manhattan,26,WEST   47 STREET,10036.0,40.757084282389,-73.979620415047
HUNGARIAN KOSHER,Brooklyn,5009,16 AVENUE,11204.0,40.630350892827,-73.986205335609
RETRO GRILL,Brooklyn,2556,CONEY ISLAND AVENUE,11223.0,40.594632654194,-73.960928302463
BAGELS N GREENS,Brooklyn,1379,CONEY ISLAND AVENUE,11230.0,40.62397024651,-73.96501051975001
THE PIZZA BLOCK,Bronx,5677,RIVERDALE AVENUE,10471.0,40.906340774536,-73.904246716497
BAGEL BOSS,Manhattan,263,1 AVENUE,10003.0,40.732170448256,-73.981836286667
KOSHER DELUXE,Manhattan,10,WEST   46 STREET,10036.0,40.756299295965,-73.979703675076
ASIA PALACE,Brooklyn,4813,NEW UTRECHT AVENUE,11219.0,40.637246492579,-73.994653067269
RETRO GRILL,Brooklyn,2556,CONEY ISLAND AVENUE,11223.0,40.594632654194,-73.960928302463
SUNFLOWER CAFE,Brooklyn,1223,QUENTIN ROAD,11229.0,40.607980467607,-73.960679162068
SCHICK'S MANOR,Brooklyn,4901,12 AVENUE,11219.0,40.636266592592,-73.994386523991
GLATT CONEY KOSHER CHINESE RESTAURANT,Brooklyn,1558,CONEY ISLAND AVENUE,11230.0,40.619372470482,-73.964162846845
PRIME AVENUE,Brooklyn,377,KINGSTON AVENUE,11213.0,40.666082569647,-73.942491919475
FALLSBURG BAGELS,Brooklyn,4602,16 AVENUE,11204.0,40.63262326755,-73.983866644365
MIKE'S BISTRO,Manhattan,127,EAST   54 STREET,10022.0,40.759237087203005,-73.971093692375
SPOONS,Brooklyn,2923,AVENUE J,11210.0,40.626700138021,-73.947565858869
SALUTE KOSHER RESTAURANT,Queens,6361,108 STREET,11375.0,40.733404809892,-73.849834389657
GLATT CONEY KOSHER CHINESE RESTAURANT,Brooklyn,1558,CONEY ISLAND AVENUE,11230.0,40.619372470482,-73.964162846845
ROYAL ELITE PALACE CATERERS LLC,Queens,6902,GARFIELD AVE,11377.0,40.736483232032,-73.895780974145
SUSHI FUSSION,Manhattan,26,WEST   47 STREET,10036.0,40.757084282389,-73.979620415047
SUSHI TOKYO,Brooklyn,627629,KINGS HIGHWAY,,0.0,0.0
MR BROADWAY KOSHER RESTAURANT,Manhattan,1372,BROADWAY,10018.0,40.752262863231,-73.98745407546
SUSHI K BAR BP,Brooklyn,4120,16 AVENUE,11204.0,40.635161788938,-73.981225072183
PARADISE MANOR,Brooklyn,5802,NEW UTRECHT AVENUE,11219.0,40.629100038176,-73.996163217261
TANDOORI FOOD & BAKERY,Queens,9904,63 ROAD,11374.0,40.732559823554,-73.856583697136
BETH TORAH KOSHER CATERERS,Queens,10606,QUEENS BOULEVARD,11375.0,40.722112270815,-73.847334566261
FINE & SCHAPIRO,Manhattan,138,WEST   72 STREET,10023.0,40.777993943276,-73.98021697778401
CARLOS AND GABBY'S,Bronx,5685,RIVERDALE AVENUE,10471.0,40.906480724739,-73.90421033699
BRAVO KOSHER PIZZA/BRAVO KOSHER BURGER,Manhattan,17,TRINITY PLACE,10006.0,40.706636490592,-74.013731161547
EAT PRODUCTIONS,Brooklyn,891,BEDFORD AVENUE,11205.0,40.6934758899,-73.95591176174
PASTRAMI QUEEN,Manhattan,1125,LEXINGTON AVENUE,10075.0,40.774370849375,-73.959309638708
GOLAN HEIGHTS,Manhattan,2553,AMSTERDAM AVENUE,10033.0,40.851609280086,-73.928323888333
GRILL ON LEE,Brooklyn,108,LEE AVENUE,11211.0,40.704472439611,-73.95857342074899
MABAT STEAKHOUSE,Brooklyn,1809,EAST    7 STREET,11223.0,40.606472450607,-73.965703989205
VIP GRILL,Brooklyn,3715,13 AVENUE,11218.0,40.641593403726,-73.985262543728
KAI FAN ASIAN CUISINE,Bronx,3717,RIVERDALE AVENUE,10463.0,40.887267360678,-73.907153156051
The Bahche BISON BOURBON,Brooklyn,191,7 STREET,11215.0,40.673029932951,-73.990749582871
MILK N' HONEY,Manhattan,12,EAST   46 STREET,10017.0,40.755733629507,-73.978357508989
CAFE AU LEE,Brooklyn,193,LEE AVENUE,11211.0,40.702160366844,-73.955956488323
MOISHE'S PLACE,Brooklyn,868,BEDFORD AVENUE,11205.0,40.695218962567,-73.956282043244
MITZ (MELLOW YELLOW COFFEE & VIBES),Manhattan,1729,1 AVENUE,10128.0,40.779120082548,-73.947745067938
TURQUOISE KOSHER FISH RESTAURANT,Queens,189-23,UNION TURNPIKE,11366.0,40.729534502392,-73.779980051197
MITZ (MELLOW YELLOW COFFEE & VIBES),Manhattan,1729,1 AVENUE,10128.0,40.779120082548,-73.947745067938
The Bahche BISON BOURBON,Brooklyn,191,7 STREET,11215.0,40.673029932951,-73.990749582871
RETRO GRILL,Brooklyn,2556,CONEY ISLAND AVENUE,11223.0,40.594632654194,-73.960928302463
GRILL ON LEE,Brooklyn,108,LEE AVENUE,11211.0,40.704472439611,-73.95857342074899
MUSCAT CAFE,Queens,17805,UNION TURNPIKE,11366.0,40.726363564215,-73.789840133588
ICE CREAM HOUSE ON 36,Brooklyn,2,CHURCH AVENUE,11218.0,40.641222580335004,-73.983241191485
MY MOST FAVORITE FOOD,Manhattan,247,WEST   72 STREET,10023.0,40.779278964345,-73.983206311627
MEAL MART,Queens,7210,MAIN ST,11367.0,40.726346102347,-73.821669075826
AVENUE P APPETIZER,Brooklyn,466,AVENUE P,11223.0,40.609100490185,-73.97028017818
TABLE 40 PIZZERIA AND CAFE,Brooklyn,4001,13 AVENUE,11218.0,40.639971443183,-73.986956408341
CROWN HEIGHTS BUNCH-O-BAGELS AND MORE,Brooklyn,361,TROY AVENUE,11213.0,40.666041216646,-73.936930031749
GRILL ON LEE,Brooklyn,108,LEE AVENUE,11211.0,40.704472439611,-73.95857342074899
BODAI KOSHER VEGETARIAN RESTAURANT,Brooklyn,5015,10 AVENUE,11219.0,40.638303357089,-73.999441517689
BAGEL BOSS,Manhattan,263,1 AVENUE,10003.0,40.732170448256,-73.981836286667
MEZZE,Queens,100-18,QUEENS BOULEVARD,11375.0,40.72684398857,-73.853442721452
MITZ (MELLOW YELLOW COFFEE & VIBES),Manhattan,1729,1 AVENUE,10128.0,40.779120082548,-73.947745067938
DA MIKELLE II,Queens,102-39,QUEENS BOULEVARD,11375.0,40.725471027107,-73.850866141238
SUNFLOWER CAFE,Brooklyn,1223,QUENTIN ROAD,11229.0,40.607980467607,-73.960679162068
YOGURT LA CREPE,Queens,2902,DITMARS BLVD,11105.0,40.776712707678,-73.911550389917
CHO-SEN GARDEN,Queens,6443,108 STREET,11375.0,40.732069951940005,-73.849148241932
FALAFEL TANAMI,Brooklyn,1305,EAST   17 STREET,11230.0,40.618536032668,-73.958194715881
CRYSTAL PALACE,Queens,138-31,QUEENS BOULEVARD,11435.0,40.708208405840004,-73.81802791451899
CHAIKHANA 7:40,Queens,6352,BOOTH ST,11374.0,40.728846734493,-73.863818604788
OR-YEHUDA RESTAURANT,Queens,138-44,86 AVENUE,11435.0,40.707800993491,-73.817282404647
MITZ (MELLOW YELLOW COFFEE & VIBES),Manhattan,1729,1 AVENUE,10128.0,40.779120082548,-73.947745067938
KINGSTON BAKE SHOP,Brooklyn,380,KINGSTON AVENUE,11225.0,40.665687352477995,-73.942553539686
KAFF KAFE,Brooklyn,5320,16 AVENUE,11204.0,40.628654818507,-73.987996174169
BRAVO KOSHER PIZZA,Queens,69-26,MAIN STREET,11367.0,40.730609254328996,-73.823782811164
KINGSTON PIZZA,Brooklyn,395,KINGSTON AVENUE,11225.0,40.665451301641,-73.942553743764
PICADILLY HALL,Brooklyn,1703,MCDONALD AVENUE,11230.0,40.611008884868,-73.973405542763
SHARMEL CATERERS,Queens,728,EMPIRE AVENUE,11691.0,40.606290479147,-73.744125377198
EDEN WOK,Manhattan,43,EAST   34 STREET,10016.0,40.747579654039,-73.98251056958901
BASIL,Brooklyn,268,KINGSTON AVENUE,11213.0,40.670224256270004,-73.942127850309
SALUTE KOSHER RESTAURANT,Queens,6361,108 STREET,11375.0,40.733404809892,-73.849834389657
HALFTIME GRILL,Brooklyn,2112,FLATBUSH AVENUE,11234.0,40.618378143797,-73.932242169465
MUSCAT CAFE,Queens,17805,UNION TURNPIKE,11366.0,40.726363564215,-73.789840133588
PESCADA NEW YORK,Brooklyn,1776,OCEAN AVENUE,11230.0,40.61897952763,-73.955129079725
GARDEN OF EAT-IN,Brooklyn,1416,AVENUE J,11230.0,40.625091928372,-73.962073976685
MOSS CAFE,Bronx,3260,JOHNSON AVENUE,10463.0,40.885290754498,-73.910096183476
DIXIE BBQ,Brooklyn,1316,AVENUE J,11230.0,40.624990674231,-73.962999848819
RAZAG HALL,Brooklyn,739,EAST NEW YORK AVENUE,11203.0,40.662339248045,-73.93828520141
EAT N' RUN,Brooklyn,2574,CONEY ISLAND AVENUE,11223.0,40.594069955619,-73.96087822295999
COLBEH,Manhattan,32,WEST   39 STREET,10018.0,40.752064735112,-73.983465849003
GRILL ON LEE,Brooklyn,108,LEE AVENUE,11211.0,40.704472439611,-73.95857342074899
PANINI LA CAFE,Brooklyn,45,LEE AVENUE,11211.0,40.706334119402,-73.960631744075
BARNEY GREENGRASS,Manhattan,541,AMSTERDAM AVENUE,10024.0,40.787824607234,-73.97489469674301
PITA GRILL,Manhattan,1083,2 AVENUE,10022.0,40.759455030607,-73.965195362651
SUSHI FUSSION,Queens,105-43,64 ROAD,11375.0,40.731723941146,-73.851119098847
T-FUSION STEAK HOUSE,Brooklyn,3223,QUENTIN ROAD,11234.0,40.612922815313,-73.939472813416
GOLDEN STARS PIZZA,Brooklyn,4305,16 AVENUE,11204.0,40.634283600423004,-73.982111632102
PARADISE MANOR,Brooklyn,5802,NEW UTRECHT AVENUE,11219.0,40.629100038176,-73.996163217261
BAGUETTE EXPRESS II,Brooklyn,250,KINGSTON AVENUE,11213.0,40.670987269478005,-73.942058692885
SUNFLOWER CAFE,Manhattan,676,AMSTERDAM AVENUE,10025.0,40.792028860133,-73.971852252777
TANDOORI FOOD & BAKERY,Queens,9904,63 ROAD,11374.0,40.732559823554,-73.856583697136
MY MOST FAVORITE FOOD,Manhattan,247,WEST   72 STREET,10023.0,40.779278964345,-73.983206311627
SUSHI K BAR BP,Brooklyn,4120,16 AVENUE,11204.0,40.635161788938,-73.981225072183
PITA GRILL,Manhattan,1083,2 AVENUE,10022.0,40.759455030607,-73.965195362651
APERION PRODUCTION,Brooklyn,777,KENT AVENUE,11205.0,40.697567100109,-73.95999862098
CROWN HEIGHTS MOZZARELLA,Brooklyn,265,TROY AVENUE,11213.0,40.670213064171,-73.936540353391
DAY FIVE,Brooklyn,1724,CONEY ISLAND AVENUE,11230.0,40.615480132609996,-73.96342656011501
THE NEW PIZZA PROFESSOR,Brooklyn,1824,AVENUE M,11230.0,40.618368026274,-73.956649549837
PERIZIA PIZZA,Brooklyn,1387,CONEY ISLAND AVENUE,11230.0,40.623816529816,-73.964981782029
SALUTE KOSHER RESTAURANT,Queens,6361,108 STREET,11375.0,40.733404809892,-73.849834389657
LIEBMAN'S DELI,Bronx,552,WEST  235 STREET,10463.0,40.885578578669,-73.90962202246
SUNFLOWER CAFE,Brooklyn,1223,QUENTIN ROAD,11229.0,40.607980467607,-73.960679162068
PITA GRILL,Manhattan,1083,2 AVENUE,10022.0,40.759455030607,-73.965195362651
PANINI LA CAFE,Brooklyn,45,LEE AVENUE,11211.0,40.706334119402,-73.960631744075
HUMMUS KITCHEN,Manhattan,768,9 AVENUE,10019.0,40.764342637391,-73.988307350922
TABLE 40 PIZZERIA AND CAFE,Brooklyn,4001,13 AVENUE,11218.0,40.639971443183,-73.986956408341
MR BROADWAY KOSHER RESTAURANT,Manhattan,1372,BROADWAY,10018.0,40.752262863231,-73.98745407546
KAI FAN ASIAN CUISINE,Bronx,3717,RIVERDALE AVENUE,10463.0,40.887267360678,-73.907153156051
BP SUB EXPRESS,Brooklyn,5217,13 AVENUE,11219.0,40.633186927719,-73.994012089263
MR BROADWAY KOSHER RESTAURANT,Manhattan,1372,BROADWAY,10018.0,40.752262863231,-73.98745407546
KINGSTON PIZZA,Brooklyn,395,KINGSTON AVENUE,11225.0,40.665451301641,-73.942553743764
PANINI LA CAFE,Brooklyn,45,LEE AVENUE,11211.0,40.706334119402,-73.960631744075
EDEN WOK,Manhattan,43,EAST   34 STREET,10016.0,40.747579654039,-73.98251056958901
THE BLUE GRILL,Brooklyn,3502,FLATLANDS AVENUE,11234.0,40.617496456534,-73.941060727618
PITA GRILL,Manhattan,1083,2 AVENUE,10022.0,40.759455030607,-73.965195362651
THE UPPER CRUST,Queens,6711,MAIN ST,11367.0,40.733872390481,-73.825318503522
ORCHIDEA RESTAURANT,Brooklyn,4815,12 AVENUE,11219.0,40.636760627171,-73.993874852286
KOSHER HUT OF BROOKLYN,Brooklyn,709,KINGS HIGHWAY,11223.0,40.606197891882,-73.96543762922
GARDEN OF EAT-IN,Brooklyn,1416,AVENUE J,11230.0,40.625091928372,-73.962073976685
DAGAN PIZZA & DAIRY RESTAURANT,Brooklyn,4820,16 AVENUE,11204.0,40.631432200158,-73.985109878483
NOSH EXPRESS,Brooklyn,2817,NOSTRAND AVENUE,11229.0,40.615511052608,-73.944711189245
KINGSTON PIZZA,Brooklyn,395,KINGSTON AVENUE,11225.0,40.665451301641,-73.942553743764
MOISHE'S PIZZA & DAIRY RESTAURANT,Brooklyn,4416,FORT HAMILTON PARKWAY,11219.0,40.640515518695004,-73.994461833035
BRAVO KOSHER PIZZA,Queens,69-26,MAIN STREET,11367.0,40.730609254328996,-73.823782811164
PICADILLY HALL,Brooklyn,1703,MCDONALD AVENUE,11230.0,40.611008884868,-73.973405542763
LLOYD & JAY'S KOSHER DELI,Brooklyn,2718,AVENUE U,11229.0,40.600126414081004,-73.944482707956
MR. NOSH,Brooklyn,3323,AVENUE N,11234.0,40.617554556943,-73.941961173165
HALFTIME GRILL,Brooklyn,2112,FLATBUSH AVENUE,11234.0,40.618378143797,-73.932242169465
KIM ESS DOO,Brooklyn,5507,13 AVENUE,11219.0,40.631548368953,-73.995719938254
DIXIE BBQ,Brooklyn,1316,AVENUE J,11230.0,40.624990674231,-73.962999848819
GARDEN OF EAT-IN,Brooklyn,1416,AVENUE J,11230.0,40.625091928372,-73.962073976685
GRILL POINT,Brooklyn,1123,QUENTIN ROAD,11229.0,40.607879242768,-73.961658820043
TASTE OF SAMARKAND,Queens,6216,WOODHAVEN BLVD,11374.0,40.726510306929,-73.870382566049
BOEUF & BUN,Brooklyn,271,KINGSTON AVENUE,11213.0,40.67052066662,-73.942077124093
SCHICK'S MANOR,Brooklyn,4901,12 AVENUE,11219.0,40.636266592592,-73.994386523991
MANHATTAN BEACH CATERING,Brooklyn,60,WEST END AVENUE,11235.0,40.580387197785,-73.953567518298
ANGELA RESTAURANT OF NY,Brooklyn,4012,13 AVENUE,11218.0,40.639933023607,-73.98702127348099
SHAARE ZION CATERERS,Brooklyn,2030,OCEAN PARKWAY,11223.0,40.599256423737,-73.965761724961
OLIGARCH,Queens,86-15,LEFFERTS BOULEVARD,11418.0,40.700845223771,-73.831280383533
B & H RESTAURANT,Manhattan,127,SECOND AVENUE,10003.0,40.728353274395,-73.987851866135
CAFE AU LEE,Brooklyn,193,LEE AVENUE,11211.0,40.702160366844,-73.955956488323
MOTI'S,Brooklyn,5007,16 AVENUE,11204.0,40.630359126308996,-73.986198128539
FUJI HANA RESTAURANT,Brooklyn,512,AVENUE U,11223.0,40.597714048777,-73.966421486018
YOGURT LA CREPE,Queens,2902,DITMARS BLVD,11105.0,40.776712707678,-73.911550389917
TEL AVIV KEBAB HOUSE/PITA HOT/K BURGER,Queens,7545,MAIN ST,11367.0,40.723134731863,-73.819920740877
GREEN AND ACKERMAN KOSHER DAIRY RESTAURANT & PIZZA,Brooklyn,216,ROSS STREET,11211.0,40.706687563982,-73.958835336896
GRILL 212,Manhattan,212,WEST   80 STREET,10024.0,40.784065013864,-73.978420485088
TAAM MEVORACH,Brooklyn,815,AVENUE U,11223.0,40.598127392882,-73.962802337057
FINE & SCHAPIRO,Manhattan,138,WEST   72 STREET,10023.0,40.777993943276,-73.98021697778401
ARZU RESTAURANT,Queens,10105,QUEENS BLVD,11375.0,40.7267212682,-73.851924059831
KOSHER BRAVO PIZZA,Brooklyn,902,KINGS HIGHWAY,11223.0,40.606795672257,-73.963557385168
ASIA PALACE,Brooklyn,4813,NEW UTRECHT AVENUE,11219.0,40.637246492579,-73.994653067269
GLATT CONEY KOSHER CHINESE RESTAURANT,Brooklyn,1558,CONEY ISLAND AVENUE,11230.0,40.619372470482,-73.964162846845
AVENUE P APPETIZER,Brooklyn,466,AVENUE P,11223.0,40.609100490185,-73.97028017818
MR BROADWAY KOSHER RESTAURANT,Manhattan,1372,BROADWAY,10018.0,40.752262863231,-73.98745407546
STRAUSS BAKERY,Brooklyn,5115,13 AVENUE,11219.0,40.633752320524,-73.993421168472
MUSCAT CAFE,Queens,17805,UNION TURNPIKE,11366.0,40.726363564215,-73.789840133588
SIZZLE SHAWARMA & FALAFEL BAR,Queens,18615,UNION TPKE,11366.0,40.728708033748,-73.78270685308401
SPOONS,Brooklyn,2923,AVENUE J,11210.0,40.626700138021,-73.947565858869
