DBA,BORO,BUILDING,STREET,ZIPCODE,Latitude,Longitude
NEW 21 SHANGHAI HOUSE,Manhattan,21,DIVISION STREET,10002.0,40.714108513594,-73.996234056784
TAIWAN STATION,Brooklyn,5510,7 AVENUE,11220.0,40.639518946306,-74.008961102643
PEARL RESTAURANT,Queens,131-03,LIBERTY AVENUE,11419.0,40.690128705746005,-73.81469508349
HONG KONG DIM SUN,Brooklyn,777,60 STREET,11220.0,40.63590121738,-74.010228864455
HAPPY HOUSE SEAFOOD RESTAURANT,Brooklyn,5014-16,8TH AVE,11220.0,40.64097396585,-74.00386629416799
NEW SPRING GARDEN,Bronx,2066,WALLACE AVENUE,10462.0,40.852177988981,-73.864873661121
LEANLY CHINESE FOOD,Brooklyn,1627,MERMAID AVENUE,11224.0,40.576706511354,-73.98406739131799
SHUN YUEN CHINESE RESTAURANT,Bronx,234,EAST  194 STREET,10458.0,40.865168310238,-73.89306939999099
SILVER PALACE CHINESE FOOD,Manhattan,1430,ST NICHOLAS AVENUE,10033.0,40.849663609093,-73.933462348069
JADE PALACE,Bronx,163,EINSTEIN LOOP,10475.0,40.864051808709995,-73.82255654243801
PEKING KITCHEN,Bronx,724,LYDIG AVENUE,10462.0,40.854460822851,-73.866549920315
HUNAN WEST,Brooklyn,6165,STRICKLAND AVENUE,11234.0,40.612877783502,-73.912304964542
KUNG FU KITCHEN,Manhattan,610,8 AVENUE,10018.0,40.755652968850995,-73.990925757871
HUI RESTAURANT AND BAR,Manhattan,314,EAST   70 STREET,10021.0,40.767157360591,-73.9585559398
AMAZING 66 RESTAURANT,Manhattan,66,MOTT STREET,10013.0,40.716139689475,-73.998163866152
LI & CHO,Queens,14141,NORTHERN BLVD,11354.0,40.764400023119,-73.82554136600899
JIN FENG YUAN,Brooklyn,5318,8 AVENUE,11220.0,40.639277617576,-74.005631746106
ALLEY 41,Queens,13645,41ST AVE,11355.0,40.758671514653,-73.829065012464
MIX,Brooklyn,730,61 STREET,11220.0,40.635744637622,-74.011565543354
NEW CHINATOWN RESTAURANT,Manhattan,11-13,AVENUE D,10009.0,40.720364623924,-73.978459227887
NEW CHINA RESTAURANT,Brooklyn,271,NEPTUNE AVENUE,11235.0,40.581233405078,-73.963369785858
NO. 1 FLOWER DRUM HOUSE,Queens,21-05,31 STREET,11105.0,40.77762185849001,-73.908855609575
PERFECT TASTE,Manhattan,1884,PARK AVENUE,10035.0,40.807163570705,-73.937503801867
HARDEE,Brooklyn,771,SARATOGA AVENUE,11212.0,40.661948723245004,-73.915563457522
SPICY VILLAGE,Manhattan,68B,FORSYTH STREET,10002.0,40.717089210173995,-73.993506702956
QIDU RESTAURANT,Queens,13521,40TH RD,11354.0,40.758862483838,-73.830129371732
HAPPY GARDEN,Queens,13206,MAPLE AVE,11355.0,40.753864832462,-73.832379989194
MING WOK KITCHEN,Queens,8418,A NORTHERN BOULEVARD,11372.0,40.75576685348,-73.88324740386
LE SIA,Manhattan,11,EAST    7 STREET,10003.0,40.72880911873,-73.990067109548
CHEF GUO INC,Queens,83-29,BROADWAY,11373.0,40.740672175807,-73.879412677471
SILVER STAR CHINESE RESTAURANT,Brooklyn,6221,18 AVENUE,11204.0,40.620695004875,-73.988577558537
GUAN FU,Queens,3916,PRINCE ST,11354.0,40.75947767553,-73.832243080099
HAPPY GARDEN,Brooklyn,370,UTICA AVENUE,11213.0,40.665593407722,-73.931437057775
NO.1 KITCHEN,Manhattan,265,1 AVENUE,10003.0,40.732263759386,-73.981767705106
FLOWER BROOK MIFEN HOUSE,Queens,4435,KISSENA BLVD,11355.0,40.753011623488,-73.821727351589
CHINA NEW STAR RESTAURANT,Staten Island,1640,FOREST AVENUE,10302.0,40.624868532151,-74.14333170369001
624 KAM HAI CHINESE FOOD,Brooklyn,624,CATON AVENUE,11218.0,40.64769311467,-73.97428816582699
PANDA KITCHEN,Brooklyn,943A,PENNSYLVANIA AVENUE,11207.0,40.655153776637995,-73.888055340378
VANESSA'S DUMPLING HOUSE,Brooklyn,310,BEDFORD AVENUE,11249.0,40.713748133062,-73.961785261348
GOLDEN STEAMER,Brooklyn,1964,86 STREET,11214.0,40.604959714833996,-73.998861987543
YI MIN RESTAURANT,Brooklyn,3821,FORT HAMILTON PARKWAY,11218.0,40.6434933021,-73.98997896399
CHENG'S,Staten Island,2040,FOREST AVENUE,10303.0,40.626009539443004,-74.15654074798
NEW HARDEE,Brooklyn,854,FRANKLIN AVENUE,11225.0,40.669029168607004,-73.958573890738
CHINA WOK III,Bronx,2459,WEBSTER AVE,10458.0,40.860145341906,-73.892950975966
CHINA STAR,Bronx,1784,JEROME AVENUE,10453.0,40.848339842824004,-73.91187406554499
EASTERN CHINESE RESTAURANT,Queens,21-05,BROADWAY,11106.0,40.765113270253,-73.931482223096
NEW  CHINA HOUSE,Bronx,9,WEST  183 STREET,10453.0,40.85851952907,-73.904344752849
LAO JIE SPECIAL SOUP BUNS,Queens,136-20,38 AVENUE,11354.0,40.760954215526,-73.83027923695501
PEKING HOUSE,Queens,18523,UNION TURNPIKE,11366.0,40.728470604575,-73.783429233644
GOLDEN LEAF SKY,Queens,136-17,41 AVENUE,11355.0,40.758668791405,-73.82907945809801
JANE FAST FOOD,Queens,8622,BROADWAY,11373.0,40.738040379566,-73.877234298614
DOUBLE DRAGON,Bronx,2647,JEROME AVENUE,10468.0,40.866948466203,-73.89781374435199
CAMELLIA FAMILY,Queens,4215,COLLEGE POINT BLVD,11355.0,40.754505339056,-73.833049724845
HAPPY HOUSE SEAFOOD RESTAURANT,Brooklyn,5014-16,8TH AVE,11220.0,40.64097396585,-74.00386629416799
MID CHINA,Brooklyn,9409,5 AVENUE,11209.0,40.616340995162,-74.030627140306
LUCKY RESTAURANT,Bronx,653,EAST  182 STREET,10457.0,40.851146549063,-73.888429080313
SHAXIAN DELICACIES,Brooklyn,811,49 STREET,11220.0,40.641380228563,-74.002630393283
GOLDEN WOK CHINESE RESTAURANT,Manhattan,209,8 AVENUE,10011.0,40.743779491032,-73.99958859246999
NEW PHOENIX,Staten Island,480,TARGEE STREET,10304.0,40.615465633685005,-74.08469088185299
CHINA HOUSE,Queens,20618,HILLSIDE AVE,11427.0,40.721225445662,-73.759177163496
XIANG HOTPOT,Brooklyn,5816,FORT HAMILTON PARKWAY,11219.0,40.633933584324005,-74.00430183256199
PANDA EXPRESS #2633,Manhattan,663,9 AVENUE,10036.0,40.760892706706,-73.990838406821
HO WAN,Queens,11105,LIBERTY AVE,11419.0,40.68480703551,-73.830974977951
TONII'S RICE NOODLE,Manhattan,83,BAYARD STREET,10013.0,40.715747196734,-73.998870910615
HANSHI BAOZI,Queens,4002,BOWNE ST,11354.0,40.760777850138,-73.82434161709601
FIRST LAMB SHABU,Queens,136-72,ROOSEVELT AVENUE,11354.0,40.760184431586,-73.82759917127599
CHOPSTICKS,Queens,117-16,LIBERTY AVENUE,11419.0,40.685946460217,-73.825704146593
M & J HONG KONG STYLE,Queens,6010,KISSENA BOULEVARD,11355.0,40.739807085148,-73.815130157172
MERRYLAND BUFFET,Bronx,2496,ELM PLACE,10458.0,40.861675023505,-73.893884857296
LUCKY KITCHEN,Brooklyn,227,ALBANY AVENUE,11213.0,40.672684741750004,-73.939079501454
TINY SHANGHAI,Manhattan,122,MULBERRY STREET,10013.0,40.717830465919,-73.998116922835
NEW HONG HUA,Brooklyn,10416,FLATLANDS AVENUE,11236.0,40.647162253021,-73.895214728608
CHINA LONG,Brooklyn,197,NEPTUNE AVENUE,11235.0,40.581814389363,-73.960626225807
NIU POT,Queens,42-35,MAIN STREET,11355.0,40.754418104812004,-73.827881250044
MEE NOODLE SHOP,Manhattan,795,9 AVENUE,10019.0,40.765212661677,-73.98769710694
FORTUNE HOUSE OF CHEN,Brooklyn,895,CLARKSON AVENUE,11203.0,40.656786212848,-73.928263710818
Mizzumi Restuarant,Staten Island,1970,VICTORY BOULEVARD,10314.0,40.612538973812,-74.129481726979
JANE FAST FOOD,Queens,8622,BROADWAY,11373.0,40.738040379566,-73.877234298614
NEW LUCKY STAR KITCHEN,Queens,809,ASTORIA BLVD,11102.0,40.772568489022,-73.932254370512
GRACE FOOD II CHINESE RESTAURANT,Brooklyn,136,GRAHAM AVENUE,11206.0,40.706112615539,-73.942994664905
SHUNDECK RESTAURANT,Brooklyn,2332,86 STREET,11214.0,40.600057159188,-73.990763332913
DELIGHT 28 RESTAURANT,Manhattan,2830,PELL STREET,,0.0,0.0
NEW WIN HING INC,Staten Island,1180,BAY STREET,10305.0,40.614434678292,-74.066406731858
RICKY'S HARDEE,Brooklyn,429,MOTHER GASTON BOULEVARD,11212.0,40.668471545893,-73.906536084958
LUCKY CHINESE RESTAURANT,Queens,50-08,69 STREET,11377.0,40.736744161279,-73.895975421177
NEW DONG FANG KITCHEN,Brooklyn,433A,RALPH AVENUE,11233.0,40.674329531019,-73.922058473629
HOP SHING RESTAURANT,Manhattan,9,CHATHAM SQUARE,10038.0,40.713746247641,-73.997951107207
FIVE LOAVES AND TWO FISHES,Queens,8272,BROADWAY,11373.0,40.741595762174,-73.880699313393
K & K SUPER BUFFET,Queens,341,SAINT NICHOLAS AVENUE,11385.0,40.700541396796,-73.90982334846
RICH VILLAGE RESTAURANT,Brooklyn,6009,7 AVENUE,11220.0,40.636691555780004,-74.011875568196
KUNG FU KITCHEN,Manhattan,610,8 AVENUE,10018.0,40.755652968850995,-73.990925757871
FENG'S GARDEN RESTAURANT CHINESE FOOD TAKE OUT,Queens,8826,PARSONS BLVD,11432.0,40.706406055327,-73.802043840695
HUNAN HOUSE,Manhattan,40,WEST   56 STREET,10019.0,40.762855776665,-73.975842712292
LONG RIVER CHINESE RESTAURANT,Queens,10106,88 STREET,11416.0,40.682423352964,-73.851925454745
LUCKY ZHANG'S FAMILY,Brooklyn,5622,8 AVENUE,11220.0,40.637581242177,-74.007393504866
XING SHUN DA RESTAURANT,Queens,4418,KISSENA BLVD,11355.0,40.753391155579,-73.82221359667301
TWINS DUMPLING KING,Brooklyn,151,AVENUE U,11223.0,40.596374791740004,-73.978704629449
SHUNDECK RESTAURANT,Brooklyn,2332,86 STREET,11214.0,40.600057159188,-73.990763332913
SAM LEE KITCHEN,Queens,2108,36TH AVE,11106.0,40.759780404228,-73.936606297856
ZOU'S RESTAURANT BUFFET,Brooklyn,233,UTICA AVENUE,11213.0,40.670772495699,-73.9309234261
HUNAN BISTRO,Manhattan,96,3 AVENUE,10003.0,40.732281041572,-73.98792691978001
BOSTON ROAD CHINA,Bronx,3483,BOSTON ROAD,10469.0,40.876803402507,-73.84709011214599
FLOWER BROOK MIFEN HOUSE,Queens,4435,KISSENA BLVD,11355.0,40.753011623488,-73.821727351589
JIN ZHOU BBQ,Queens,3916,COLLEGE POINT BLVD,11354.0,40.75879747639,-73.834479180217
NEW MING'S KITCHEN,Queens,5615,JUNCTION BLVD,11373.0,40.737097351596,-73.86601728294599
GOLDEN STAR,Brooklyn,3719,CHURCH AVENUE,11203.0,40.651126303508,-73.942566125787
PEARL OF CHINA,Brooklyn,8411,3 AVENUE,11209.0,40.624849867378,-74.030476157439
BEST WOK NO 1,Brooklyn,3411A,AVENUE H,,0.0,0.0
DONG HAI,Brooklyn,5024,7 AVENUE,11220.0,40.642261170594004,-74.006111241282
JADE GARDEN,Queens,96-27,LINDEN BOULEVARD,11417.0,40.673972190265005,-73.839694324674
NEW  STAR CHINESE RESTAURANT,Brooklyn,2212,AVENUE X,11235.0,40.592977880533,-73.947970509726
NEW SUNNY EAST 88,Manhattan,1680,1 AVENUE,10128.0,40.777877106940004,-73.948627056367
CONGEE VILLAGE,Manhattan,100,ALLEN STREET,10002.0,40.718672742481,-73.990631391866
168 HI TEA,Queens,16711,UNION TURNPIKE,11366.0,40.722710735377,-73.800869620795
168 KIM WEI KITCHEN,Brooklyn,4201,8 AVENUE,11232.0,40.645502916809,-73.999127952524
HAPPY SU GARDEN,Queens,136-20,ROOSEVELT AVENUE,11354.0,40.759777908235,-73.829235428489
DOUBLE DELIGHT CHINESE RESTAURANT,Brooklyn,7802,17 AVENUE,11214.0,40.613018411150996,-74.000262927142
KUM FUNG KITCHEN,Staten Island,838,BAY STREET,10304.0,40.621940942041995,-74.07214176827699
NEW TONY'S DRAGON 1,Queens,10718,LIBERTY AVE,11417.0,40.683475003973,-73.834176506499
NO. 1 KITCHEN,Bronx,839,PROSPECT AVENUE,10459.0,40.820060569313,-73.901466497603
CHINA DELIGHT,Brooklyn,4009,5 AVENUE,11232.0,40.650577926881,-74.004602023401
NEW KING DRAGON RESTAURANT,Bronx,1749,RANDALL AVENUE,10473.0,40.816688942035,-73.865263925368
JC TASTES,Queens,9718A,63RD RD,11374.0,40.731137239254,-73.860389766477
ZOU'S RESTAURANT BUFFET,Brooklyn,233,UTICA AVENUE,11213.0,40.670772495699,-73.9309234261
FIRST CHOICE RESTAURANT,Manhattan,3893A,BROADWAY,10032.0,40.837575087392004,-73.942314197765
GOOD TASTE 360 INC,Manhattan,360,EAST  116 STREET,10029.0,40.796395299859,-73.936369040476
KEZI 88,Brooklyn,316,KINGS HIGHWAY,11223.0,40.60499342239,-73.978705471092
WAH SING RESTAURANT,Brooklyn,143,ROCKAWAY AVENUE,11233.0,40.677862066689,-73.910777079515
GOLDEN DRAGON RESTAURANT,Brooklyn,394,METROPOLITAN AVENUE,11211.0,40.714058601782,-73.955068433433
SHUN LI CHINESE RESTAURANT,Brooklyn,1468,PITKIN AVENUE,11212.0,40.668352466197,-73.9196214695
HUNAN CAFE,Queens,13740,NORTHERN BLVD,11354.0,40.763530672002,-73.829687839345
NEW HING LONG,Brooklyn,1102,LIBERTY AVENUE,11208.0,40.678463778674995,-73.868623188444
KEZI 88,Brooklyn,316,KINGS HIGHWAY,11223.0,40.60499342239,-73.978705471092
NUMBER 1 CHINESE RESTAURANT,Queens,10614,NORTHERN BLVD,11368.0,40.757750384856,-73.862578944185
MING KEE KITCHEN,Manhattan,237,GRAND ST STORE B,10002.0,40.718395779471,-73.994664569268
SHUN YUEN CHINESE RESTAURANT,Bronx,234,EAST  194 STREET,10458.0,40.865168310238,-73.89306939999099
CHINA NO. 1 CHINESE RESTAURANT,Brooklyn,9602,CHURCH AVENUE,11212.0,40.655770040116,-73.915315419641
LOON CHUAN RESTAURANT,Staten Island,85,PAGE AVENUE,10309.0,40.522171482332,-74.234973857165
NEW HO WAH CHINESE,Queens,4201,BROADWAY,11103.0,40.758167904608,-73.91727831361
LUCKY VEGETARIAN,Brooklyn,5101,8 AVENUE,11220.0,40.640460673418005,-74.004374319549
MR. BING OF 28TH STREET,Manhattan,152,WEST   28 STREET,10001.0,40.746650234094,-73.992002469086
SOUTHEAST BAKERY,Brooklyn,6821,FORT HAMILTON PARKWAY,11219.0,40.629008934199,-74.011629218537
MR. KING,Brooklyn,803,FLATBUSH AVENUE,11226.0,40.653131690899,-73.959358642159
EMPIRE SZECHUAN VILLAGE,Staten Island,4373,AMBOY ROAD,10312.0,40.545089573262,-74.161027947867
WU'S WONTON KING,Manhattan,165,EAST BROADWAY,10002.0,40.714055989521,-73.990007993797
ZEST SZECHUAN,Manhattan,45,WEST   39 STREET,10018.0,40.752210249675,-73.98376177506199
BEI JING CHINESE RESTAURANT,Manhattan,860,10 AVENUE,10019.0,40.768739788615996,-73.98881561354399
FORMOSA CAFE,Brooklyn,5323,7 AVENUE,11220.0,40.640578514956005,-74.007829829687
GOLDEN PALACE GOURMET,Queens,14009,CHERRRY AVENUE,,0.0,0.0
NEW FOO SING,Staten Island,3979,AMBOY ROAD,10308.0,40.550530458043,-74.150433127427
SHUN LEE,Manhattan,37,WEST   65 STREET,10023.0,40.772273899388,-73.980363099092
ROYAL QUEEN/THE REAL KTV,Queens,136-20,ROOSEVELT AVENUE,11354.0,40.759777908235,-73.829235428489
NEW GRAND WOK,Brooklyn,3510,AVENUE S,11234.0,40.609361326431,-73.931912811275
NEW DYNASTY,Manhattan,393,8 AVENUE,10001.0,40.749384207428,-73.995513835531
NEW HOOD HING CHINESE RESTAURANT,Brooklyn,198,UNDERHILL AVENUE,11238.0,40.674688845932,-73.96684763760899
GOLDEN PALACE GOURMET,Queens,14009,CHERRRY AVENUE,,0.0,0.0
DELIGHT WONG RESTAURANT,Manhattan,300,GRAND STREET,10002.0,40.717531007764,-73.991789531988
CHINA TOP,Bronx,3563,BOSTON ROAD,10469.0,40.878227012665,-73.844371082316
MING WOK KITCHEN,Queens,8418,A NORTHERN BOULEVARD,11372.0,40.75576685348,-73.88324740386
GREAT DRAGON,Queens,14136,ROCKAWAY BLVD,11436.0,40.674110768044,-73.798776543493
LAND OF PLENTY,Manhattan,204,EAST   58 STREET,10022.0,40.760709792953,-73.96656641291601
LANZHOU HANDMAKE NOODLE,Queens,136-20,ROOSEVELT AVENUE,11354.0,40.759777908235,-73.829235428489
THE BAO,Manhattan,13,SAINT MARKS PLACE,10003.0,40.72918505831,-73.98904236863301
SUN SAI GAI RESTAURANT,Manhattan,220,CANAL STREET,10013.0,40.717138793492,-73.998795131761
GOLDEN KITCHEN,Queens,79-09,JAMAICA AVENUE,11421.0,40.691991857888,-73.863136903139
BIRDS OF A FEATHER,Brooklyn,191,GRAND STREET,11211.0,40.71423356663,-73.960630667574
PANDA,Brooklyn,7018,3 AVENUE,11209.0,40.634674441659,-74.02647421978001
YUMMY KITCHEN,Queens,90-21,31 AVENUE,11369.0,40.760043566227004,-73.878323431748
NO. 1 CHINESE KITCHEN,Staten Island,209,PORT RICHMOND AVENUE,10302.0,40.636204080619,-74.134629672892
DRAGON STATE KITCHEN,Bronx,4124A,WHITE PLAINS ROAD,10466.0,40.891433609009,-73.85844591533599
FINEST DUMPLING RESTAURANT,Manhattan,25B,HENRY STREET,10002.0,40.712873368294,-73.996255769787
CHINA STAR QUEENS CHINESE RESTAURANT,Queens,105-38,ROCKAWAY BOULEVARD,11417.0,40.678629166728,-73.833280065247
QUEENS SEAFOOD RESTAURANT,Queens,82-22,45 AVENUE,11373.0,40.741633416978004,-73.88261186975001
HONGBAO RESTAURANT,Brooklyn,4915,8 AVENUE,11220.0,40.641522940986,-74.003260974017
LUCKY GARDEN,Brooklyn,305,WYCKOFF AVENUE,11237.0,40.700222191623,-73.912315854681
D & Y RESTAURANT,Brooklyn,5616,7 AVENUE,11220.0,40.63893425853,-74.00956995547901
HAPPY GARDEN,Bronx,2414,WILLIAMSBRIDGE ROAD,10469.0,40.861309140534,-73.857573933648
NEW LUEN HING,Bronx,3010,BAILEY AVENUE,10463.0,40.876496979351,-73.90371490588001
YUN'S BEST KITCHEN,Queens,4570,KISSENA BLVD,11355.0,40.750773593716005,-73.819304354815
TASTE OF CHINA,Brooklyn,7824,20 AVENUE,11214.0,40.608939489668,-73.993751361479
THE TANG,Manhattan,920,AMSTERDAM AVENUE,10025.0,40.799858088362996,-73.966142142988
GOOD FORTUNE RESTAURANT,Queens,46-45,KISSENA BOULEVARD,11355.0,40.749720510837,-73.818141460712
ROYAL QUEEN/THE REAL KTV,Queens,136-20,ROOSEVELT AVENUE,11354.0,40.759777908235,-73.829235428489
NEW CHINA,Bronx,5690,MOSHOLU AVENUE,10471.0,40.905434879643,-73.900843816155
NEW CHINA DELIGHT,Queens,9902,37TH AVE,11368.0,40.752286490927,-73.868047528257
RED FORTUNE RESTAURANT,Brooklyn,6508,11 AVENUE,11219.0,40.628515303120004,-74.006063144187
88 LAN ZHOU HANDMADE NOODLE & DUMPLING,Manhattan,40,BOWERY,10013.0,40.715593441104005,-73.99647566205999
FAR EAST RESTAURANT,Brooklyn,471A,5 AVENUE,11215.0,40.668176816504,-73.98711668898599
TASTE OF CHINA,Queens,45-01,BROADWAY,11103.0,40.757040798498004,-73.91487936073901
Lin MINI CAFE,Brooklyn,4824,8 AVENUE,11220.0,40.642052697486,-74.002738519342
